iter	Logloss
573	0.140108069
574	0.1399606645
575	0.1398099477
576	0.13977078
577	0.1396018683
578	0.1394976087
579	0.13930464
580	0.1390320474
581	0.1388998987
582	0.1387974082
583	0.138714454
584	0.1385067511
585	0.1383360099
586	0.1381827808
587	0.1380601162
588	0.1379571957
589	0.1378513648
590	0.1376719428
591	0.1374693888
592	0.1373808502
593	0.1372709627
594	0.137143444
595	0.1369588658
596	0.1368171783
597	0.1365825046
598	0.136298129
599	0.1360998745
600	0.1359525764
601	0.135780864
602	0.1356229912
603	0.1355271983
604	0.1353272587
605	0.1350337447
606	0.1347774895
607	0.134610159
608	0.1344596
609	0.1344117215
610	0.1342694405
611	0.1341563217
612	0.1338839356
613	0.1338228309
614	0.1336027946
615	0.1334886588
616	0.1334125846
617	0.1332166166
618	0.1330893458
619	0.1330527963
620	0.132891269
621	0.1327901982
622	0.1325435297
623	0.1323830147
624	0.1322317771
625	0.1321343819
626	0.1318407972
627	0.1317692111
628	0.1316109341
629	0.1314126038
630	0.1313248687
631	0.1311506888
632	0.1309734697
633	0.1307590956
634	0.130646303
635	0.1305523523
636	0.1303495068
637	0.1301418029
638	0.1300637034
639	0.1297116363
640	0.1295436594
641	0.1293019845
642	0.1291235743
643	0.1290239669
644	0.1289648938
645	0.1287648389
646	0.1285697359
647	0.1284315501
648	0.128295649
649	0.1281564201
650	0.1280305523
651	0.1279297022
652	0.1277111057
653	0.127624447
654	0.1274997064
655	0.1273019839
656	0.1270837311
657	0.1268711092
658	0.1266835277
659	0.1265560164
660	0.1263883314
661	0.1262770928
662	0.1261906521
663	0.1259851969
664	0.1258795007
665	0.1257037706
666	0.1255666853
667	0.1254793466
668	0.1253105623
669	0.1252078004
670	0.1250667194
671	0.1249130631
672	0.1247352585
673	0.1245850654
674	0.1245031178
675	0.1242601984
676	0.1240425439
677	0.1237491187
678	0.1235144877
679	0.1233571485
680	0.1232040562
681	0.1230734397
682	0.122939796
683	0.1227251648
684	0.1226107097
685	0.1224880839
686	0.1223411971
687	0.1222133222
688	0.1220843015
689	0.1220020868
690	0.1218099623
691	0.1216789335
692	0.1215180428
693	0.1213465693
694	0.1211668848
695	0.1209772443
696	0.1206843002
697	0.1205526051
698	0.1204566626
699	0.1203167231
700	0.1202441049
701	0.120121612
702	0.119924404
703	0.1198194199
704	0.1196182449
705	0.1194428583
706	0.119296821
707	0.1191988061
708	0.1190346722
709	0.1188753434
710	0.1188219342
711	0.1186833515
712	0.1185520403
713	0.1183907691
714	0.1182222295
715	0.1180676464
716	0.1179866882
717	0.1178920757
718	0.117714156
719	0.117503035
720	0.1174615482
721	0.1173247543
722	0.1171927691
723	0.1171733951
724	0.1170545227
725	0.1167350207
726	0.1165500476
727	0.11637979
728	0.1162904394
729	0.1161399855
730	0.1160297464
731	0.1158561914
732	0.1157872386
733	0.1156125264
734	0.1153970251
735	0.1152975621
736	0.1151986459
737	0.1149360571
738	0.1147896753
739	0.114687775
740	0.1145721401
741	0.1145041223
742	0.1143467864
743	0.1141400905
744	0.1139727687
745	0.1138891387
746	0.1138168486
747	0.1137529143
748	0.1136392704
749	0.1135560313
750	0.1133758508
751	0.1132488952
752	0.1130910893
753	0.1130132499
754	0.1129106673
755	0.1127667555
756	0.1126437397
757	0.1125678473
758	0.1123813738
759	0.1122229952
760	0.112076291
761	0.1120110186
762	0.1118631623
763	0.1118568413
764	0.1118161015
765	0.1117414312
766	0.111647414
767	0.1115543238
768	0.1115034216
769	0.1113165433
770	0.1111629323
771	0.1110737874
772	0.1109944146
773	0.1108368579
774	0.1107603783
775	0.1107142704
776	0.110649961
777	0.1105389707
778	0.1104641771
779	0.110370869
780	0.1102706231
781	0.1101566334
782	0.1099240067
783	0.1097714157
784	0.1096617191
785	0.109492036
786	0.1093074872
787	0.109179256
788	0.1090767981
789	0.1089446409
790	0.1087908776
791	0.1086237597
792	0.1084854033
793	0.1083821332
794	0.1082516325
795	0.1081432781
796	0.1080908097
797	0.1079137899
798	0.1077991063
799	0.1077147612
800	0.1075063934
801	0.1073477354
802	0.1070845224
803	0.1069514949
804	0.1067282518
805	0.1065823772
806	0.1063639835
807	0.1062055739
808	0.1060558652
809	0.1059455387
810	0.1057724922
811	0.1055746784
812	0.1054397653
813	0.1052525602
814	0.1051404085
815	0.1050386561
816	0.1049104966
817	0.1048267554
818	0.1047128836
819	0.1046310991
820	0.1044865422
821	0.1044213535
822	0.1043465603
823	0.1042298875
824	0.1041473245
825	0.1040563742
826	0.1039084888
827	0.1038391703
828	0.1037271038
829	0.103477977
830	0.1034451229
831	0.1033365982
832	0.1032113099
833	0.1030645626
834	0.1029647455
835	0.1028231101
836	0.1027510752
837	0.1026169513
838	0.1025156273
839	0.1024237792
840	0.1023562493
841	0.1021871431
842	0.1021112074
843	0.1019805195
844	0.1019481923
845	0.1017290453
846	0.1016183535
847	0.1014671973
848	0.1014334012
849	0.1012836402
850	0.1011457005
851	0.1010959788
852	0.1009344182
853	0.1008311861
854	0.1007024823
855	0.1006149242
856	0.1003637911
857	0.1002607601
858	0.1001406782
859	0.09999906804
860	0.09989502023
861	0.09982677902
862	0.0996175138
863	0.09944677508
864	0.09926304158
865	0.09910760701
866	0.09900217832
867	0.09892265157
868	0.09878593383
869	0.09869020431
870	0.0985651307
871	0.09843956668
872	0.09824073063
873	0.09807930846
874	0.09796869115
875	0.09790235845
876	0.09783429285
877	0.09768220661
878	0.09753188583
879	0.09735755378
880	0.09723917604
881	0.09712645484
882	0.09690644218
883	0.09677728017
884	0.0967020407
885	0.09657168543
886	0.09633912187
887	0.09617584236
888	0.09607666023
889	0.09602720098
890	0.095807305
891	0.09569436283
892	0.09554617114
893	0.09546557093
894	0.09530173046
895	0.09520504068
896	0.09516641958
897	0.09508979766
898	0.09498878378
899	0.0949097172
900	0.09480283822
901	0.0947278236
902	0.09459185678
903	0.09446726892
904	0.09428889034
905	0.09425306049
906	0.09413063662
907	0.09407017134
908	0.09393644527
909	0.09383829822
910	0.09371558321
911	0.09367637751
912	0.09356054523
913	0.09342989379
914	0.0933250908
915	0.09329523885
916	0.09322759
917	0.09304152117
918	0.09280668894
919	0.09266142147
920	0.0925284595
921	0.09228986841
922	0.09215917122
923	0.09203045543
924	0.09195733109
925	0.09177230742
926	0.09170945408
927	0.09163634448
928	0.09147915452
929	0.09145950612
930	0.09129625103
931	0.09122072817
932	0.09115703901
933	0.09104633409
934	0.09094818588
935	0.09088047966
936	0.09085785238
937	0.09070564324
938	0.09058617034
939	0.09044005464
940	0.09030819056
941	0.09016906033
942	0.0901212355
943	0.09003453759
944	0.08979605969
945	0.08976531727
946	0.0895726483
947	0.08941212747
948	0.08932527139
949	0.08925142288
950	0.08911704125
951	0.08910494471
952	0.08903362577
953	0.08895135469
954	0.08885210743
955	0.08874397588
956	0.08867244023
957	0.08855184384
958	0.0883989621
959	0.08823231371
960	0.08812614611
961	0.08808866284
962	0.08791829047
963	0.08781356812
964	0.08776686017
965	0.08763031882
966	0.08754448387
967	0.08748763674
968	0.08743716682
969	0.08733024442
970	0.08717969026
971	0.08711838645
972	0.08705243793
973	0.0869633694
974	0.0867802178
975	0.08666718762
976	0.08649891256
977	0.08646265162
978	0.08640089965
979	0.08635583816
980	0.08628239787
981	0.08617858228
982	0.08597914029
983	0.08587586201
984	0.08575905901
985	0.08567911047
986	0.08558110881
987	0.08545508036
988	0.08541769788
989	0.08538114269
990	0.08527527592
991	0.08523964804
992	0.08509838407
993	0.08505044294
994	0.08492388687
995	0.08484530643
996	0.08473182849
997	0.08472209287
998	0.08469768346
999	0.08460235828
